Investors,InvestorLink,Latest,Seed,Growth,Legal,GRC,RiskTech,FinTech,WealthTech,Participation
Visionaries Club,https://www.crunchbase.com/organization/visionaries-club,Sep 2024,13,57,4,30,6,18,0,8873417412
Felicis,https://www.crunchbase.com/organization/felicis-ventures,Sep 2024,14,131,4,38,36,5,14,17148573950
FPV Ventures,https://www.crunchbase.com/organization/fpv-ventures,Sep 2024,12,19,4,6,4,11,0,1353404520
Surface Ventures,https://www.crunchbase.com/organization/rtp-seed,Sep 2024,12,19,4,22,5,0,0,400000000
Motier Ventures,https://www.crunchbase.com/organization/motier-ventures,Sep 2024,27,29,4,6,5,15,1,24192556710
Allison Pickens,https://www.crunchbase.com/person/allison-pickens,Sep 2024,4,7,4,1,0,2,0,267912350
Foundation Capital,https://www.crunchbase.com/organization/foundation-capital,Sep 2024,52,182,4,71,58,48,13,27400651456
Link Ventures,https://www.crunchbase.com/organization/link-ventures,Sep 2024,10,15,4,0,2,12,0,3529000000
Foreword Ventures,https://www.crunchbase.com/organization/foreword-vc,Sep 2024,5,10,4,0,0,11,0,234777728
Carthona Capital,https://www.crunchbase.com/organization/carthona-capital,Sep 2024,10,18,4,7,3,11,3,1260146949
Crane Venture Partners,https://www.crunchbase.com/organization/crane-venture-partners,Sep 2024,27,45,4,24,4,8,0,4221120082
HighSage Ventures,https://www.crunchbase.com/organization/highsage-ventures,Sep 2024,0,33,4,17,0,12,0,4215573800
Riverwood Capital,https://www.crunchbase.com/organization/riverwood-capital,Sep 2024,0,95,4,42,12,37,0,18699657065
Mayfield Fund,https://www.crunchbase.com/organization/mayfield-fund,Sep 2024,12,140,4,48,28,39,5,11806500000
Motivate Venture Capital,https://www.crunchbase.com/organization/motivate-venture-capital,Sep 2024,50,10,4,20,17,14,3,756975577
24 Haymarket,https://www.crunchbase.com/organization/24-haymarket,Sep 2024,10,20,3,15,9,3,0,176179744
HTGF | High-Tech Gruenderfonds,https://www.crunchbase.com/organization/high-tech-gr%C3%BCnderfonds,Sep 2024,35,15,3,15,0,11,0,456897872
Saison Capital,https://www.crunchbase.com/organization/saison-capital,Sep 2024,48,9,3,9,6,24,15,472144634
Korea Investment Accelerator,https://www.crunchbase.com/organization/korea-investment-accelerator,Sep 2024,7,0,3,1,0,0,0,2651904
Florian Douetteau,https://www.crunchbase.com/person/florian-douetteau,Sep 2024,7,3,3,2,1,0,0,137224779
Flourish Ventures,https://www.crunchbase.com/organization/flourish-venture,Sep 2024,19,193,3,39,36,134,0,25292846202
BBG Ventures,https://www.crunchbase.com/organization/bbg-ventures,Sep 2024,15,6,3,15,3,0,0,214990000
Massive,https://www.crunchbase.com/organization/massive-5430,Sep 2024,6,39,3,6,6,4,19,21883976850
Lerer Hippeau,https://www.crunchbase.com/organization/lerer-ventures,Sep 2024,54,58,3,50,4,46,1,8177469000
Stride.VC,https://www.crunchbase.com/organization/stride-vc,Sep 2024,17,17,3,10,0,18,3,575625223
Operator Partners,https://www.crunchbase.com/organization/operator-partners,Sep 2024,50,25,3,14,14,21,3,4083735000
Redstone,https://www.crunchbase.com/organization/redstone-digital-gmbh,Sep 2024,10,23,3,12,9,9,0,7013263210
Revolution Rise of the Rest Seed Fund,https://www.crunchbase.com/organization/rise-of-the-rest,Sep 2024,76,83,3,84,21,21,4,4440238500
Service Provider Capital,https://www.crunchbase.com/organization/service-provider-capital,Sep 2024,35,9,3,15,5,15,0,510520000
Vision Ventures,https://www.crunchbase.com/organization/vision-ventures-9b12,Sep 2024,12,0,3,9,0,0,0,53796363
EquityPitcher Ventures,https://www.crunchbase.com/organization/equitypitcher,Sep 2024,7,2,3,2,0,4,0,36017034
Bryant Park Capital,https://www.crunchbase.com/organization/bryant-park-capital,Sep 2024,0,2,2,0,0,0,0,100000000
EQT Ventures,https://www.crunchbase.com/organization/eqtventures,Sep 2024,18,72,2,3,6,40,0,6134261559
Susquehanna Growth Equity,https://www.crunchbase.com/organization/susquehanna-growth-equity,Sep 2024,5,41,2,9,5,13,10,8107700000
JP Morgan,https://www.crunchbase.com/organization/jp-morgan-chase,Sep 2024,0,341,2,43,27,207,21,283819190522
M13,https://www.crunchbase.com/organization/m13,Sep 2024,18,80,2,31,0,40,16,5757680000
Outpost Ventures,https://www.crunchbase.com/organization/outpost-ventures,Sep 2024,6,25,2,3,20,6,0,1732900000
Hack VC,https://www.crunchbase.com/organization/hack-vc,Sep 2024,49,37,2,14,9,44,8,2117057350
Tenity,https://www.crunchbase.com/organization/tenity,Sep 2024,14,24,2,9,2,18,5,59651818
Third Kind Venture Capital,https://www.crunchbase.com/organization/high-line-venture-partners,Sep 2024,21,25,2,0,1,15,18,1348011520
Firebolt Ventures,https://www.crunchbase.com/organization/firebolt-ventures,Sep 2024,25,30,2,11,5,28,0,2165508100
Precursor Ventures,https://www.crunchbase.com/organization/precursor-ventures,Sep 2024,43,33,2,17,5,37,0,1954220280
Bloomberg Beta,https://www.crunchbase.com/organization/bloomberg-beta,Sep 2024,16,81,2,3,14,20,0,16467100000
Distributed Global,https://www.crunchbase.com/organization/distributed-global,Sep 2024,10,19,2,0,1,17,8,861700000
b2venture,https://www.crunchbase.com/organization/btovpartners,Sep 2024,7,10,2,13,0,0,0,926544558
Midlands Engine Investment Fund,https://www.crunchbase.com/organization/midlands-engine-investment-fund,Sep 2024,12,2,2,3,4,0,0,73072009
Colopl Next,https://www.crunchbase.com/organization/colopl-next,Sep 2024,7,8,2,0,2,6,0,245016304
2100 Ventures,https://www.crunchbase.com/organization/2100-ventures,Sep 2024,6,0,2,0,1,3,0,49082589
53 Stations,https://www.crunchbase.com/organization/53-stations,Sep 2024,0,5,2,3,0,0,0,138200000
Quiet Capital,https://www.crunchbase.com/organization/quiet-capital,Sep 2024,66,31,2,14,13,55,0,4293202310
Mark Kalajzich,https://www.crunchbase.com/person/mark-kalajzich,Sep 2024,1,0,1,0,0,0,0,1400000
Community Development Financial Institutions Fund,https://www.crunchbase.com/organization/community-development-financial-institutions-fund-cdfi-fund,Sep 2024,0,26,1,2,0,23,0,1819400000
Matt Kraning,https://www.crunchbase.com/person/matt-kraning,Sep 2024,1,4,1,0,0,0,0,110400000
Beringea,https://www.crunchbase.com/organization/beringea,Sep 2024,0,59,1,31,0,21,0,1876678578
Greylock,https://www.crunchbase.com/organization/greylock,Sep 2024,24,203,1,34,36,81,10,77524709891
FUSE,https://www.crunchbase.com/organization/fuse-vc,Sep 2024,13,21,1,12,2,8,0,663518698
Empress Capital,https://www.crunchbase.com/organization/empress-capital,Sep 2024,1,0,1,0,0,0,0,1400000
Binance Labs,https://www.crunchbase.com/organization/binance-labs-b05e,Sep 2024,63,72,1,56,10,53,10,5753089600
New Mountain Capital,https://www.crunchbase.com/organization/new-mountain-capital,Sep 2024,0,5,1,4,0,0,0,290000000
Correlation Ventures,https://www.crunchbase.com/organization/correlation-ventures,Sep 2024,38,33,1,30,3,24,1,1235200000
Spectrum Equity,https://www.crunchbase.com/organization/spectrum-equity-investors,Sep 2024,0,7,1,6,0,0,0,300000000
UI Investissement,https://www.crunchbase.com/organization/ui-gestion,Sep 2024,0,1,1,0,0,0,0,7687400
Matthias Allmendinger,https://www.crunchbase.com/person/matthias-allmendinger,Sep 2024,1,0,1,0,0,0,0,3686265
Thomas Otter,https://www.crunchbase.com/person/thomas-otter,Sep 2024,1,0,1,0,0,0,0,3686265
Clocktower Technology Ventures,https://www.crunchbase.com/organization/clocktower-technology-ventures,Sep 2024,44,96,1,12,20,89,18,14221366998
Demium,https://www.crunchbase.com/organization/demiumstartups,Sep 2024,10,0,1,0,0,0,0,60153199
JC2 Ventures,https://www.crunchbase.com/organization/jc2-ventures,Sep 2024,1,10,1,7,3,0,0,647800000
The Twenty Minute VC,https://www.crunchbase.com/organization/the-twenty-minute-vc,Sep 2024,5,10,1,7,0,4,0,840502600
Crédit Agricole,https://www.crunchbase.com/organization/credit-agricole,Sep 2024,0,17,1,0,0,5,0,11720914290
Robot Ventures,https://www.crunchbase.com/organization/robot-ventures,Sep 2024,35,27,1,9,3,41,6,2599600000
Endeavor Catalyst,https://www.crunchbase.com/organization/endeavor-catalyst,Sep 2024,11,267,1,28,26,194,5,94226624365
Clément Delangue,https://www.crunchbase.com/person/clement-delangue,Sep 2024,5,6,1,3,0,1,0,256237690
Martin Lam,https://www.crunchbase.com/person/martin-lam,Sep 2024,1,0,1,0,0,0,0,1400000
Gate.io,https://www.crunchbase.com/organization/gate-io,Sep 2024,11,11,1,11,0,5,5,95200000
Rowan Hill,https://www.crunchbase.com/person/rowan-hill-14ba,Sep 2024,1,0,1,0,0,0,0,3300000
Vera Equity,https://www.crunchbase.com/organization/vera-equity,Sep 2024,6,2,1,2,0,4,1,83300000
Sam Ferrier,https://www.crunchbase.com/person/sam-ferrier,Sep 2024,1,0,1,0,0,0,0,3300000
Wavemaker Partners,https://www.crunchbase.com/organization/wavemaker-partners,Sep 2024,24,40,1,11,13,25,0,1238134394
Maru Winnacker,https://www.crunchbase.com/person/maru-winnacker,Sep 2024,1,0,1,0,0,0,0,3686265
Sam Nickless,https://www.crunchbase.com/person/sam-nickless-ec94,Sep 2024,1,0,1,0,0,0,0,1400000
Sydney Angels,https://www.crunchbase.com/organization/sydney-angels,Sep 2024,2,0,1,0,1,0,0,1781075
Firstminute Capital,https://www.crunchbase.com/organization/firstminute-capital,Sep 2024,28,38,1,18,6,26,5,2741313281
American Family Ventures,https://www.crunchbase.com/organization/american-family-ventures,Sep 2024,15,34,1,14,33,1,0,2321700000
Latitud,https://www.crunchbase.com/organization/latitud,Sep 2024,13,24,1,2,4,26,4,1873671252
Bain Capital Crypto,https://www.crunchbase.com/organization/bain-capital-crypto,Sep 2024,13,10,1,4,0,18,0,1459400000
D11Z.Ventures,https://www.crunchbase.com/organization/d11z-ventures,Sep 2024,3,0,1,2,0,0,0,13686265
Michal Jarocki,https://www.crunchbase.com/person/michal-jarocki,Sep 2024,1,0,1,0,0,0,0,3686265
Centre Street Partners,https://www.crunchbase.com/organization/centre-street-partners,Sep 2024,4,18,1,0,0,21,0,495468253
Flybridge,https://www.crunchbase.com/organization/flybridge-capital,Sep 2024,26,21,1,7,19,8,0,2911610780
Haufe Group Ventures,https://www.crunchbase.com/organization/haufe-group-ventures,Sep 2024,1,0,1,0,0,0,0,3686265
Intel Capital,https://www.crunchbase.com/organization/intel-capital,Sep 2024,4,210,1,95,34,12,0,36304209256
MBG Baden Wuerttemberg,https://www.crunchbase.com/organization/mbg-baden-wuerttemberg,Sep 2024,1,0,1,0,0,0,0,3686265
LionBird,https://www.crunchbase.com/organization/lionbird,Sep 2024,5,10,1,10,0,0,4,1025400000
Gopher Asset Management,https://www.crunchbase.com/organization/gopher-asset-management,Sep 2024,1,15,1,0,0,0,4,5355700000
Magnify Ventures,https://www.crunchbase.com/organization/magnify-ventures-a8cd,Sep 2024,7,0,1,2,0,0,0,17300000
SFC Capital,https://www.crunchbase.com/organization/startup-funding-club,Sep 2024,84,13,1,43,28,13,3,337863340
Haystack,https://www.crunchbase.com/organization/haystack,Sep 2024,23,43,1,25,2,9,0,3844761628
Ropemaker Nominees,https://www.crunchbase.com/organization/ropemaker-nominees,Sep 2024,0,12,0,0,12,0,0,1197600000
Virgin Orbit,https://www.crunchbase.com/organization/virgin-orbit,Sep 2024,0,12,0,0,12,0,0,1197600000
TH Real Estate,https://www.crunchbase.com/organization/th-real-estate,Sep 2024,0,5,0,0,0,5,0,525000000
Indus Valley Capital,https://www.crunchbase.com/organization/indus-valley-capital,Sep 2024,0,2,0,0,0,2,0,9999194
Tony Fadell,https://www.crunchbase.com/person/tony-fadell,Sep 2024,0,6,0,0,0,6,0,305110500
Moonhill Capital,https://www.crunchbase.com/organization/moonhill-capital,Sep 2024,3,0,0,3,0,0,0,37500000
Rebel Fund,https://www.crunchbase.com/organization/rebel-fund,Sep 2024,38,10,0,8,2,25,0,547644550
Cal Henderson,https://www.crunchbase.com/person/cal-henderson,Sep 2024,2,6,0,6,1,0,0,76775000
eBay Ventures,https://www.crunchbase.com/organization/ebay-ventures,Sep 2024,4,10,0,0,0,10,0,5163889900
Mike Silagadze,https://www.crunchbase.com/person/mike-silagadze,Sep 2024,3,0,0,3,0,0,0,37500000
Contour Venture Partners,https://www.crunchbase.com/organization/contour-ventures,Sep 2024,38,105,0,46,6,35,6,27760782284
imec.istart,https://www.crunchbase.com/organization/imec-istart,Sep 2024,7,5,0,8,0,4,0,98610934
Secret Chord Ventures,https://www.crunchbase.com/organization/secret-chord-ventures,Sep 2024,6,10,0,11,4,1,0,266300000
MV Global,https://www.crunchbase.com/organization/master-ventures,Sep 2024,5,0,0,3,0,0,2,57500000
Plexal,https://www.crunchbase.com/organization/plexal,Sep 2024,0,1,0,0,1,0,0,0
GI Partners,https://www.crunchbase.com/organization/gi-partners,Sep 2024,0,10,0,5,0,5,0,64000000
DataTribe,https://www.crunchbase.com/organization/datatribe,Sep 2024,26,48,0,50,18,0,0,6079000000
Ibtikar Fund,https://www.crunchbase.com/organization/ibtikar-fund,Sep 2024,0,5,0,0,0,4,0,21600000
Afore Capital,https://www.crunchbase.com/organization/afore-capital,Sep 2024,28,26,0,34,0,13,0,2248500000
BFF Ventures,https://www.crunchbase.com/organization/bff-ventures,Sep 2024,1,12,0,1,0,12,0,559152872
Glasswing Ventures,https://www.crunchbase.com/organization/glasswing-vc,Sep 2024,31,11,0,9,17,3,0,550750000
Blossom Capital,https://www.crunchbase.com/organization/blossom-capital,Sep 2024,6,62,0,32,10,15,0,10256589210
George Burke,https://www.crunchbase.com/person/george-burke,Sep 2024,4,0,0,0,2,0,2,65000000
Amazon,https://www.crunchbase.com/organization/amazon,Sep 2024,0,51,0,14,6,1,0,159498585600
Strait Capital Investment Group,https://www.crunchbase.com/organization/strait-capital-investment-group,Sep 2024,0,10,0,10,0,0,0,1439500000
John Schulman,https://www.crunchbase.com/person/john-schulman-950d,Sep 2024,0,1,0,0,0,0,0,12000000
Denis Yarats,https://www.crunchbase.com/person/denis-yarats,Sep 2024,0,1,0,0,0,0,0,12000000
Nazara Technologies,https://www.crunchbase.com/organization/nazara-technologies,Sep 2024,1,4,0,0,0,5,0,47970848
Vantage Value,https://www.crunchbase.com/organization/vantage-value,Sep 2024,3,0,0,0,0,3,0,27481890
Heritage Assets SCSP,https://www.crunchbase.com/organization/heritage-assets-scsp,Sep 2024,0,18,0,0,18,0,0,1796400000
The Fintech Fund,https://www.crunchbase.com/organization/the-fintech-fund,Sep 2024,18,21,0,6,0,32,1,3462478596
Kelvin Beachum Jr.,https://www.crunchbase.com/person/kelvin-beachum-jr,Sep 2024,5,8,0,5,0,8,0,2802504000
Poalim Equity,https://www.crunchbase.com/organization/poalim-equity,Sep 2024,0,71,0,5,59,7,0,32199400100
Alma Mundi Ventures,https://www.crunchbase.com/organization/alma-mundi-venture,Sep 2024,20,84,0,5,91,5,0,7618571171
Greenfield Partners,https://www.crunchbase.com/organization/greenfield-partners,Sep 2024,0,58,0,26,24,0,0,10567600000
Shapers,https://www.crunchbase.com/organization/shapers-b00f,Sep 2024,6,4,0,0,0,10,0,133836704
Alchemy,https://www.crunchbase.com/organization/alchemy-insights,Sep 2024,21,18,0,3,4,21,10,1749700000
Tony Jamous,https://www.crunchbase.com/person/tony-jamous,Sep 2024,12,11,0,3,5,15,0,1522485596
100 Yıl Venture Capital,https://www.crunchbase.com/organization/100-y%C4%B1l-venture-capital,Sep 2024,2,5,0,0,0,5,0,275380000
WAGMI Ventures,https://www.crunchbase.com/organization/wagmi-ventures-3757,Sep 2024,5,10,0,0,3,7,2,767600000
Aglaé Ventures,https://www.crunchbase.com/organization/aglae-ventures,Sep 2024,21,25,0,1,0,23,8,13464666863
Crypto.com,https://www.crunchbase.com/organization/crypto-com,Sep 2024,9,11,0,0,5,10,5,1313501675
Innovation Endeavors,https://www.crunchbase.com/organization/innovation-endeavors,Sep 2024,36,78,0,50,8,5,10,4130932717
Varo Capital,https://www.crunchbase.com/organization/varo-capital,Sep 2024,0,7,0,0,7,0,0,158445000
Finberg,https://www.crunchbase.com/organization/finberg,Sep 2024,13,6,0,4,0,13,0,150120308
Robin Capital,https://www.crunchbase.com/organization/robin-capital,Sep 2024,12,0,0,4,0,0,0,53568724
MMC Ventures,https://www.crunchbase.com/organization/mmc-ventures,Sep 2024,34,113,0,35,27,41,16,7453152060
Notable Capital,https://www.crunchbase.com/organization/notable-capital-e2dd,Sep 2024,0,47,0,23,8,11,0,11830650000
Purple Ventures,https://www.crunchbase.com/organization/purple-ventures,Sep 2024,4,0,0,3,1,0,0,17652203
AlbionVC,https://www.crunchbase.com/organization/albion-vc,Sep 2024,15,76,0,42,3,23,1,5317961076
Hana Financial Group,https://www.crunchbase.com/organization/hana-financial-group,Sep 2024,0,8,0,0,8,0,0,0
Rodolphe Ardant,https://www.crunchbase.com/person/rodolphe-ardant,Sep 2024,1,3,0,0,0,3,0,606463260
Karim Atiyeh,https://www.crunchbase.com/person/karim-atiyeh,Sep 2024,5,2,0,1,0,4,0,417100000
Locke Mountain Ventures,https://www.crunchbase.com/organization/locke-mountain-ventures-2,Sep 2024,1,0,0,0,0,0,0,4500000
Thibaud Elziere,https://www.crunchbase.com/person/thibaud-elziere,Sep 2024,7,3,0,0,0,4,2,624896080
Origins Fund,https://www.crunchbase.com/organization/origins-fund,Sep 2024,3,24,0,0,24,2,0,12782028540
Better Angle,https://www.crunchbase.com/organization/better-angle,Sep 2024,3,0,0,2,0,0,0,12782674
STIC Ventures,https://www.crunchbase.com/organization/stic-ventures,Sep 2024,0,16,0,0,9,0,0,481815799
RTX Ventures,https://www.crunchbase.com/organization/rtx-ventures,Sep 2024,0,21,0,10,8,0,0,2243100000
British International Investment,https://www.crunchbase.com/organization/british-international-investment,Sep 2024,0,153,0,4,0,149,0,39761473014
Duquesne,https://www.crunchbase.com/organization/duquesne,Sep 2024,0,4,0,0,4,0,0,199200000
Adam DAngelo,https://www.crunchbase.com/person/adam-dangelo,Sep 2024,1,3,0,0,0,0,0,175000000
FLEX Capital Management GmbH,https://www.crunchbase.com/organization/flex-capital-management-gmbh,Sep 2024,1,1,0,0,0,0,0,25000000
Axar Capital,https://www.crunchbase.com/organization/axar-capital,Sep 2024,0,11,0,0,0,11,0,2072400000
British Patient Capital,https://www.crunchbase.com/organization/british-patient-capital,Sep 2024,0,31,0,16,0,15,0,7494851282
6th Man Ventures,https://www.crunchbase.com/organization/6th-man-ventures,Sep 2024,40,18,0,3,1,52,0,523500000
Ripple Ventures,https://www.crunchbase.com/organization/ripple-ventures,Sep 2024,22,0,0,6,8,3,1,147706923
ArbVision,https://www.crunchbase.com/organization/arbvision,Sep 2024,4,0,0,0,0,4,0,44000000
A15,https://www.crunchbase.com/organization/a-15,Sep 2024,1,14,0,4,0,11,0,948200000
MathWallet,https://www.crunchbase.com/organization/mathwallet,Sep 2024,2,0,0,0,0,0,2,20000000
Fintech Nation,https://www.crunchbase.com/organization/fintech-nation,Sep 2024,1,5,0,0,0,1,5,196000000
Cobo,https://www.crunchbase.com/organization/cobo,Sep 2024,2,0,0,0,0,0,2,20000000
Merantix,https://www.crunchbase.com/organization/merantix,Sep 2024,6,0,0,4,0,0,0,26874124
NOIA Capital,https://www.crunchbase.com/organization/noia-capital,Sep 2024,4,3,0,0,0,5,2,138300000
